Airline,Origin,Destination,Day,Month,Year,Weekday,Departure_Hour,Arrival_Hour,Duration_Minutes,Stops,Class,WiFi,Meals,Baggage_kg,Price_VND
Vietjet,HAN,DAD,7.0,1.0,2026.0,2.0,12.0,14.0,110.0,0,ECONOMY,No,No,20,1137623.0
Pacific Airlines,PQC,SGN,9.0,4.0,2021.0,4.0,8.0,9.0,70.0,0,ECONOMY,No,No,7,704000.0
Vietnam Airlines,ĐÀ LẠT,TP HCM,25.0,4.0,2021.0,6.0,8.0,9.0,60.0,0,ECONOMY (EC)-T,No,No,20,1080000.0
Vietjet,NHA TRANG,TP HCM,30.0,4.0,2021.0,4.0,13.0,14.0,55.0,0,ECO,No,No,7,682800.0
Vietravel Airlines,TP HCM,ĐÀ LẠT,12.0,4.0,2021.0,0.0,13.0,14.0,55.0,0,DREGOW (D) - VÉ KHÔNG HOÀN,No,No,7,906000.0
Bamboo Airways,HAN,VCA,2.0,4.0,2021.0,4.0,17.0,19.0,130.0,0,ECONOMY,No,No,20,1071000.0
Vietnam Airlines,ĐÀ LẠT,HÀ NỘI,30.0,4.0,2021.0,4.0,10.0,12.0,119.0,0,ECONOMY (EL)-P,No,No,7,973126.0
Vietjet,SGN,HAN,1.0,4.0,2021.0,3.0,4.0,7.0,140.0,0,ECONOMY,No,No,7,849900.0
Vietjet,TP HCM,CHU LAI,30.0,4.0,2021.0,4.0,18.0,19.0,67.0,0,ECO,No,Snack,20,1256730.0
Vietnam Airlines,NHA TRANG,HÀ NỘI,9.0,4.0,2021.0,4.0,21.0,22.0,115.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Bamboo Airways,SGN,DLI,9.0,4.0,2021.0,4.0,9.0,10.0,55.0,0,ECONOMY,Limited,Snack,20,1832000.0
Pacific Airlines,SGN,HAN,2.0,5.0,2021.0,6.0,17.0,19.0,115.0,0,ECONOMY,No,Snack,20,1290000.0
Bamboo Airways,HÀ NỘI,NHA TRANG,2.0,4.0,2021.0,4.0,12.0,14.0,115.0,0,ECO SMART,Limited,Snack,23,2054255.0
Vietjet,HÀ NỘI,TP HCM,1.0,4.0,2021.0,3.0,7.0,10.0,135.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,HÀ NỘI,TP HCM,4.0,5.0,2021.0,1.0,16.0,18.0,125.0,0,ECONOMY (EL)-A,No,No,7,851848.0
Pacific Airlines,SGN,VII,1.0,5.0,2021.0,5.0,17.0,19.0,110.0,0,ECONOMY,No,No,20,1180000.0
Bamboo Airways,HAN,TPE,12.0,1.0,2026.0,0.0,12.0,14.0,110.0,0,ECONOMY,Yes,Yes,23,3489000.0
Vietjet,SGN,HPH,7.0,4.0,2021.0,2.0,15.0,17.0,104.0,0,ECONOMY,No,No,7,668466.0
Vietjet,TP HCM,PHÚ QUỐC,23.0,4.0,2021.0,4.0,7.0,8.0,60.0,0,ECO,No,No,20,1158900.0
Vietjet,CHU LAI,TP HCM,26.0,4.0,2021.0,0.0,12.0,14.0,80.0,0,ECO,No,No,7,749900.0
Bamboo Airways,ĐÀ NẴNG,HÀ NỘI,3.0,5.0,2021.0,0.0,7.0,8.0,80.0,0,ECO SMART,Limited,Snack,20,1721000.0
Vietjet,SGN,VCL,11.0,4.0,2021.0,6.0,5.0,7.0,80.0,0,ECONOMY,No,No,7,749900.0
Vietjet,TP HCM,ĐÀ NẴNG,22.0,4.0,2021.0,3.0,5.0,6.0,79.0,0,ECO,No,No,7,715631.0
Vietnam Airlines,HAN,DLI,3.0,5.0,2021.0,0.0,7.0,9.0,115.0,0,ECONOMY,No,No,20,1180000.0
Vietjet,HPH,SGN,2.0,4.0,2021.0,4.0,14.0,16.0,120.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,HÀ NỘI,ĐÀ LẠT,8.0,4.0,2021.0,3.0,12.0,14.0,120.0,0,ECONOMY (EC)-T,No,Snack,20,1400000.0
Vietjet,HÀ NỘI,NHA TRANG,13.0,4.0,2021.0,1.0,7.0,9.0,100.0,0,ECO,No,No,20,1170900.0
Vietjet,QUY NHƠN,HÀ NỘI,11.0,4.0,2021.0,6.0,18.0,20.0,91.0,0,ECO,Yes,Yes,23,3060818.0
Vietjet,HÀ NỘI,CẦN THƠ,9.0,4.0,2021.0,4.0,5.0,7.0,141.0,0,ECO,No,No,20,1089088.0
Pacific Airlines,TP HCM,ĐÀ NẴNG,2.0,4.0,2021.0,4.0,19.0,20.0,80.0,0,ECONOMY (EL)-P,No,No,7,804000.0
Bamboo Airways,HAN,CXR,3.0,4.0,2021.0,5.0,13.0,15.0,110.0,0,ECONOMY,Limited,Snack,23,2492000.0
Vietnam Airlines,VINH,TP HCM,18.0,4.0,2021.0,6.0,21.0,23.0,117.0,0,ECONOMY (EL)-A,No,No,7,737349.0
Vietjet,TP HCM,ĐÀ NẴNG,17.0,4.0,2021.0,5.0,10.0,11.0,80.0,0,ECO,No,No,7,694900.0
Pacific Airlines,HÀ NỘI,TP HCM,9.0,4.0,2021.0,4.0,13.0,15.0,116.0,0,ECONOMY (EL)-P,No,No,7,885226.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,29.0,4.0,2021.0,3.0,15.0,17.0,85.0,0,ECONOMY (EG)-M,Limited,Yes,23,2632000.0
Vietjet,NHA TRANG,HÀ NỘI,21.0,4.0,2021.0,2.0,11.0,13.0,110.0,0,ECO,No,No,20,1070900.0
Vietnam Airlines,HÀ NỘI,TP HCM,2.0,4.0,2021.0,4.0,15.0,17.0,124.0,0,ECONOMY (EC)-E,No,No,20,1209544.0
Vietjet,ĐÀ NẴNG,TP HCM,12.0,4.0,2021.0,0.0,23.0,0.0,92.0,0,ECO,No,No,7,719567.0
Vietjet,HPH,SGN,8.0,4.0,2021.0,3.0,15.0,17.0,120.0,0,ECONOMY,No,No,7,694900.0
Vietjet,HÀ NỘI,ĐÀ LẠT,10.0,4.0,2021.0,5.0,5.0,7.0,110.0,0,ECO,No,Snack,20,1390900.0
Vietjet,TP HCM,HÀ NỘI,10.0,4.0,2021.0,5.0,21.0,23.0,135.0,0,ECO,No,No,7,849900.0
Vietravel Airlines,HAN,KUL,22.0,1.0,2026.0,3.0,12.0,14.0,101.0,0,ECONOMY,Limited,Yes,23,2487473.0
Bamboo Airways,PHÚ QUỐC,HÀ NỘI,23.0,4.0,2021.0,4.0,12.0,14.0,111.0,0,ECO SAVER,No,Snack,20,1269024.0
Vietnam Airlines,SGN,PQC,6.0,4.0,2021.0,1.0,20.0,21.0,65.0,0,ECONOMY,No,No,7,726000.0
Vietjet,THD,SGN,4.0,5.0,2021.0,1.0,18.0,20.0,120.0,0,ECONOMY,No,No,7,849900.0
Vietjet,SGN,DAD,14.0,1.0,2026.0,2.0,12.0,14.0,110.0,0,ECONOMY,No,No,7,900657.0
Vietnam Airlines,HÀ NỘI,ĐÀ LẠT,4.0,4.0,2021.0,6.0,17.0,19.0,120.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Bamboo Airways,HÀ NỘI,QUY NHƠN,8.0,4.0,2021.0,3.0,7.0,9.0,100.0,0,ECO SMART,Limited,Snack,20,1832000.0
Vietnam Airlines,TP HCM,HUẾ,23.0,4.0,2021.0,4.0,7.0,8.0,90.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietjet,SGN,HPH,2.0,5.0,2021.0,6.0,18.0,20.0,130.0,0,ECONOMY,No,Snack,20,1441243.0
Pacific Airlines,SGN,HAN,1.0,4.0,2021.0,3.0,6.0,9.0,155.0,0,ECONOMY,No,No,7,859000.0
Vietjet,ĐÀ NẴNG,HÀ NỘI,2.0,4.0,2021.0,4.0,15.0,16.0,75.0,0,SKYBOSS,Limited,Snack,20,1862800.0
Bamboo Airways,HÀ NỘI,ĐÀ LẠT,26.0,4.0,2021.0,0.0,17.0,19.0,110.0,0,ECO SAVER,No,No,7,761000.0
Vietjet,CẦN THƠ,HÀ NỘI,2.0,5.0,2021.0,6.0,6.0,8.0,130.0,0,ECO,No,Snack,20,1324900.0
Bamboo Airways,HÀ NỘI,QUY NHƠN,4.0,4.0,2021.0,6.0,7.0,9.0,100.0,0,BUZ SMART,Yes,Yes,23,3592000.0
Vietnam Airlines,ĐÀ LẠT,TP HCM,1.0,4.0,2021.0,3.0,16.0,17.0,54.0,0,ECONOMY (EL)-P,No,No,7,892977.0
Bamboo Airways,HÀ NỘI,PHÚ QUỐC,3.0,5.0,2021.0,0.0,10.0,12.0,125.0,0,ECO SAVER,No,No,20,1071000.0
Vietjet,HUẾ,TP HCM,7.0,4.0,2021.0,2.0,11.0,12.0,84.0,0,ECO,No,No,7,727475.0
Vietnam Airlines,TP HCM,HẢI PHÒNG,25.0,4.0,2021.0,6.0,16.0,19.0,125.0,0,ECONOMY (EC)-L,Limited,Yes,23,2610000.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,29.0,4.0,2021.0,3.0,18.0,19.0,80.0,0,ECONOMY (EC)-E,No,No,7,970000.0
Vietjet,PHÚ QUỐC,HÀ NỘI,26.0,4.0,2021.0,0.0,9.0,11.0,125.0,0,ECO,No,No,7,960900.0
Bamboo Airways,TP HCM,ĐÀ NẴNG,6.0,4.0,2021.0,1.0,20.0,21.0,90.0,0,ECO SAVER,No,No,7,706000.0
Bamboo Airways,VINH,TP HCM,14.0,4.0,2021.0,2.0,21.0,23.0,115.0,0,ECO SAVER,No,No,7,761000.0
Vietnam Airlines,TP HCM,ĐÀ LẠT,13.0,4.0,2021.0,1.0,14.0,15.0,73.0,0,ECONOMY (EL)-A,No,No,7,706461.0
Vietnam Airlines,HÀ NỘI,TP HCM,14.0,4.0,2021.0,2.0,14.0,16.0,123.0,0,ECONOMY (EL)-P,No,No,7,949083.0
Pacific Airlines,TP HCM,VINH,14.0,4.0,2021.0,2.0,18.0,20.0,110.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietnam Airlines,TP HCM,HẢI PHÒNG,1.0,5.0,2021.0,5.0,7.0,9.0,125.0,0,ECONOMY (EC)-R,Limited,Snack,20,1620000.0
Pacific Airlines,DLI,SGN,7.0,4.0,2021.0,2.0,17.0,18.0,65.0,0,ECONOMY,No,No,7,704000.0
Vietjet,SGN,NRT,15.0,1.0,2026.0,3.0,12.0,14.0,110.0,0,ECONOMY,Yes,Yes,23,4785015.0
Pacific Airlines,HÀ NỘI,TP HCM,29.0,4.0,2021.0,3.0,19.0,21.0,140.0,0,ECONOMY (EC)-R,Limited,Snack,20,1620000.0
Vietjet,HUẾ,TP HCM,17.0,4.0,2021.0,5.0,8.0,10.0,79.0,0,ECO,No,No,7,693010.0
Bamboo Airways,HÀ NỘI,TP HCM,3.0,4.0,2021.0,5.0,19.0,21.0,130.0,0,ECO SAVER,No,No,7,971000.0
Vietjet,CHU LAI,TP HCM,30.0,4.0,2021.0,4.0,20.0,21.0,75.0,0,ECO,No,No,7,749900.0
Pacific Airlines,SGN,HAN,10.0,4.0,2021.0,5.0,7.0,9.0,109.0,0,ECONOMY,No,No,7,816281.0
Vietjet,THD,SGN,4.0,5.0,2021.0,1.0,18.0,20.0,123.0,0,ECONOMY,No,No,7,842165.0
Bamboo Airways,SGN,HPH,2.0,5.0,2021.0,6.0,8.0,10.0,120.0,0,ECONOMY,No,Snack,20,1281000.0
Vietjet,HÀ NỘI,PHÚ QUỐC,16.0,4.0,2021.0,4.0,17.0,19.0,125.0,0,ECO,No,No,20,1070900.0
Vietnam Airlines,HÀ NỘI,TP HCM,4.0,4.0,2021.0,6.0,9.0,11.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Bamboo Airways,CXR,SGN,2.0,4.0,2021.0,4.0,14.0,15.0,70.0,0,ECONOMY,No,No,7,761000.0
Vietjet,SGN,HPH,4.0,5.0,2021.0,1.0,12.0,14.0,120.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,1.0,5.0,2021.0,5.0,9.0,10.0,73.0,0,ECONOMY (EC)-E,No,No,7,947208.0
Vietjet,PHÚ QUỐC,HÀ NỘI,5.0,4.0,2021.0,0.0,18.0,20.0,125.0,0,ECO,No,No,20,1192900.0
Vietjet,HẢI PHÒNG,TP HCM,9.0,4.0,2021.0,4.0,14.0,16.0,120.0,0,ECO,No,No,7,694900.0
Vietjet,HAN,SGN,6.0,4.0,2021.0,1.0,14.0,17.0,145.0,0,ECONOMY,No,No,7,849900.0
Pacific Airlines,HÀ NỘI,TP HCM,8.0,4.0,2021.0,3.0,21.0,23.0,115.0,0,ECONOMY (EL)-P,No,No,7,846169.0
Vietnam Airlines,SGN,HAN,7.0,4.0,2021.0,2.0,22.0,0.0,130.0,0,ECONOMY,Limited,Yes,23,2720000.0
Vietnam Airlines,PQC,HAN,10.0,4.0,2021.0,5.0,18.0,20.0,135.0,0,ECONOMY,Yes,Yes,23,4337000.0
Vietnam Airlines,HAN,DAD,1.0,5.0,2021.0,5.0,15.0,16.0,76.0,0,ECONOMY,No,Snack,20,1437287.0
Pacific Airlines,TP HCM,VINH,23.0,4.0,2021.0,4.0,7.0,9.0,110.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietnam Airlines,TP HCM,VINH,26.0,4.0,2021.0,0.0,16.0,18.0,110.0,0,ECONOMY (EL)-A,No,No,7,772512.0
Vietjet,HAN,SGN,4.0,4.0,2021.0,6.0,21.0,0.0,133.0,0,ECONOMY,No,No,20,1183549.0
Vietjet,DAD,HAN,5.0,4.0,2021.0,0.0,19.0,21.0,80.0,0,ECONOMY,Limited,Snack,20,1544900.0
Bamboo Airways,ĐÀ NẴNG,TP HCM,2.0,5.0,2021.0,6.0,22.0,23.0,90.0,0,ECO SMART,Limited,Snack,20,1832000.0
Vietjet,ĐÀ NẴNG,HÀ NỘI,17.0,4.0,2021.0,5.0,7.0,8.0,75.0,0,ECO,No,No,7,683900.0
Pacific Airlines,HÀ NỘI,TP HCM,8.0,4.0,2021.0,3.0,10.0,12.0,123.0,0,ECONOMY (EC)-E,No,No,20,1085506.0
Vietjet,HPH,SGN,1.0,4.0,2021.0,3.0,17.0,19.0,120.0,0,ECONOMY,No,No,7,959900.0
Vietnam Airlines,SGN,HAN,12.0,4.0,2021.0,0.0,13.0,15.0,130.0,0,ECONOMY,No,No,7,969000.0
Vietnam Airlines,NHA TRANG,HÀ NỘI,27.0,4.0,2021.0,1.0,11.0,13.0,120.0,0,ECONOMY (EC)-T,No,Snack,20,1400000.0
Vietjet,PQC,HAN,8.0,4.0,2021.0,3.0,18.0,19.0,112.0,0,ECONOMY,No,No,20,1092912.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,25.0,4.0,2021.0,6.0,6.0,7.0,85.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietnam Airlines,NHA TRANG,HÀ NỘI,7.0,4.0,2021.0,2.0,21.0,22.0,115.0,0,ECONOMY (EL)-A,No,No,7,859000.0
Vietnam Airlines,SGN,VCL,11.0,4.0,2021.0,6.0,18.0,19.0,95.0,0,ECONOMY,No,No,7,874000.0
Pacific Airlines,TP HCM,VINH,30.0,4.0,2021.0,4.0,18.0,20.0,110.0,0,ECONOMY (EC)-T,No,No,20,1180000.0
Pacific Airlines,HAN,SGN,7.0,4.0,2021.0,2.0,11.0,13.0,141.0,0,ECONOMY,No,No,7,863015.0
Vietjet,HAN,SGN,12.0,4.0,2021.0,0.0,11.0,13.0,130.0,0,ECONOMY,No,No,7,849900.0
Vietnam Airlines,THD,SGN,12.0,4.0,2021.0,0.0,15.0,17.0,117.0,0,ECONOMY,No,No,7,737387.0
Vietnam Airlines,HÀ NỘI,TP HCM,1.0,4.0,2021.0,3.0,12.0,14.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,SGN,PQC,8.0,4.0,2021.0,3.0,12.0,13.0,65.0,0,ECONOMY,No,No,7,970000.0
Vietnam Airlines,HUẾ,TP HCM,6.0,4.0,2021.0,1.0,9.0,11.0,100.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,SGN,HPH,1.0,5.0,2021.0,5.0,18.0,20.0,115.0,0,ECONOMY,No,No,20,1070900.0
Vietjet,SGN,HUI,9.0,4.0,2021.0,4.0,9.0,10.0,80.0,0,ECONOMY,No,No,7,860900.0
Pacific Airlines,PQC,SGN,2.0,5.0,2021.0,6.0,19.0,20.0,60.0,0,ECONOMY,Limited,Snack,23,2082000.0
Vietnam Airlines,SGN,BKK,10.0,1.0,2026.0,5.0,12.0,14.0,110.0,0,ECONOMY,Limited,Yes,23,2650816.0
Vietjet,SGN,HUI,4.0,4.0,2021.0,6.0,9.0,10.0,80.0,0,ECONOMY,No,No,7,749900.0
Vietjet,TP HCM,HÀ NỘI,30.0,4.0,2021.0,4.0,18.0,20.0,130.0,0,ECO,No,Snack,20,1390900.0
Bamboo Airways,TP HCM,HÀ NỘI,3.0,5.0,2021.0,0.0,18.0,20.0,130.0,0,ECO SAVER,Limited,Snack,20,1501000.0
Vietnam Airlines,CXR,HAN,11.0,4.0,2021.0,6.0,11.0,13.0,120.0,0,ECONOMY,Yes,Yes,23,3160000.0
Vietjet,TP HCM,NHA TRANG,8.0,4.0,2021.0,3.0,17.0,18.0,70.0,0,ECO,No,No,7,682800.0
Vietjet,HÀ NỘI,TP HCM,7.0,4.0,2021.0,2.0,5.0,7.0,140.0,0,ECO,No,No,7,831835.0
Vietnam Airlines,TP HCM,NHA TRANG,12.0,4.0,2021.0,0.0,17.0,18.0,75.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietnam Airlines,SGN,HAN,8.0,4.0,2021.0,3.0,12.0,14.0,130.0,0,ECONOMY,No,No,7,969000.0
Vietjet,TP HCM,ĐÀ LẠT,9.0,4.0,2021.0,4.0,19.0,20.0,55.0,0,ECO,No,No,7,982900.0
Vietnam Airlines,HÀ NỘI,TP HCM,17.0,4.0,2021.0,5.0,11.0,13.0,122.0,0,ECONOMY (EL)-P,No,No,7,972872.0
Vietravel Airlines,SGN,HAN,3.0,4.0,2021.0,5.0,17.0,19.0,120.0,0,BUSINESS,Yes,Yes,30,3800000.0
Vietnam Airlines,PQC,SGN,3.0,4.0,2021.0,5.0,17.0,18.0,78.0,0,ECONOMY,No,No,7,929293.0
Vietnam Airlines,TP HCM,THANH HÓA,15.0,4.0,2021.0,3.0,11.0,13.0,120.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Bamboo Airways,TP HCM,HẢI PHÒNG,26.0,4.0,2021.0,0.0,12.0,14.0,120.0,0,ECO SAVER,No,No,7,861000.0
Vietjet,HUẾ,TP HCM,4.0,4.0,2021.0,6.0,8.0,10.0,85.0,0,ECO,No,No,7,860900.0
Bamboo Airways,HÀ NỘI,PHÚ QUỐC,14.0,4.0,2021.0,2.0,10.0,12.0,125.0,0,BUZ SMART,Yes,Yes,23,4912000.0
Vietnam Airlines,DAD,SGN,10.0,4.0,2021.0,5.0,7.0,9.0,90.0,0,ECONOMY,No,No,7,759000.0
Vietjet,HUI,SGN,9.0,4.0,2021.0,4.0,14.0,15.0,85.0,0,ECONOMY,No,No,7,694900.0
Vietjet,TP HCM,CHU LAI,20.0,4.0,2021.0,1.0,5.0,7.0,69.0,0,ECO,No,No,7,735128.0
Vietnam Airlines,HPH,SGN,10.0,4.0,2021.0,5.0,19.0,21.0,150.0,0,ECONOMY,No,No,7,743098.0
Vietjet,THD,SGN,1.0,5.0,2021.0,5.0,8.0,10.0,120.0,0,ECONOMY,No,Snack,20,1390900.0
Vietjet,HÀ NỘI,NHA TRANG,26.0,4.0,2021.0,0.0,8.0,10.0,110.0,0,ECO,No,No,20,1045981.0
Vietjet,SGN,VII,5.0,4.0,2021.0,0.0,12.0,14.0,110.0,0,ECONOMY,No,No,7,959900.0
Vietjet,HAN,UIH,4.0,5.0,2021.0,1.0,16.0,18.0,95.0,0,ECONOMY,No,No,7,683900.0
Vietjet,HÀ NỘI,TP HCM,24.0,4.0,2021.0,5.0,6.0,9.0,135.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,SGN,DAD,18.0,1.0,2026.0,6.0,20.0,22.0,80.0,0,BUSINESS,Yes,Yes,32,2667700.0
Vietjet,HAN,VCA,4.0,5.0,2021.0,1.0,14.0,16.0,130.0,0,ECONOMY,No,No,7,694900.0
Pacific Airlines,PQC,SGN,12.0,4.0,2021.0,0.0,13.0,14.0,70.0,0,ECONOMY,No,No,20,1135000.0
Vietjet,SGN,DAD,3.0,4.0,2021.0,5.0,11.0,12.0,80.0,0,ECONOMY,No,No,7,749900.0
Vietnam Airlines,HÀ NỘI,TP HCM,4.0,5.0,2021.0,1.0,13.0,15.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,TP HCM,VINH,5.0,4.0,2021.0,0.0,6.0,8.0,115.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietnam Airlines,HÀ NỘI,PHÚ QUỐC,28.0,4.0,2021.0,2.0,17.0,20.0,123.0,0,ECONOMY (EG)-M,Yes,Yes,23,4275900.0
Vietjet,ĐÀ NẴNG,HÀ NỘI,22.0,4.0,2021.0,3.0,7.0,9.0,80.0,0,ECO,No,No,7,683900.0
Vietnam Airlines,TP HCM,ĐÀ LẠT,4.0,5.0,2021.0,1.0,6.0,7.0,65.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Pacific Airlines,HÀ NỘI,TP HCM,21.0,4.0,2021.0,2.0,15.0,17.0,121.0,0,ECONOMY (EL)-A,No,No,7,752566.0
Vietnam Airlines,HÀ NỘI,TP HCM,23.0,4.0,2021.0,4.0,5.0,7.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietjet,SGN,DAD,8.0,4.0,2021.0,3.0,5.0,6.0,80.0,0,ECONOMY,No,No,7,694900.0
Vietjet,SGN,HUI,6.0,4.0,2021.0,1.0,15.0,16.0,85.0,0,ECONOMY,No,No,7,749900.0
Vietjet,HAN,PQC,2.0,5.0,2021.0,6.0,14.0,16.0,133.0,0,ECONOMY,No,No,20,1092084.0
Pacific Airlines,SGN,VII,6.0,4.0,2021.0,1.0,18.0,20.0,110.0,0,ECONOMY,No,No,7,726000.0
Bamboo Airways,HAN,SGN,2.0,4.0,2021.0,4.0,14.0,16.0,125.0,0,BUSINESS,Yes,Yes,30,4284000.0
Vietjet,TP HCM,CHU LAI,2.0,5.0,2021.0,6.0,10.0,12.0,80.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,SGN,HPH,2.0,4.0,2021.0,4.0,10.0,12.0,125.0,0,ECONOMY,No,Snack,20,1290000.0
Pacific Airlines,SGN,PQC,2.0,5.0,2021.0,6.0,7.0,8.0,57.0,0,ECONOMY,No,No,7,896759.0
Vietnam Airlines,VINH,TP HCM,25.0,4.0,2021.0,6.0,19.0,21.0,115.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietjet,HÀ NỘI,TP HCM,11.0,4.0,2021.0,6.0,19.0,21.0,130.0,0,ECO,No,No,7,849900.0
Vietjet,THD,SGN,4.0,5.0,2021.0,1.0,21.0,23.0,117.0,0,ECONOMY,No,No,7,736929.0
Vietjet,HAN,PQC,11.0,1.0,2026.0,6.0,12.0,14.0,110.0,0,ECONOMY,No,No,20,1120902.0
Vietjet,PQC,HAN,11.0,4.0,2021.0,6.0,10.0,12.0,125.0,0,ECONOMY,Yes,Yes,23,4285000.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,28.0,4.0,2021.0,2.0,18.0,19.0,85.0,0,ECONOMY (EG)-M,Limited,Yes,23,2632000.0
Bamboo Airways,HÀ NỘI,QUY NHƠN,12.0,4.0,2021.0,0.0,12.0,14.0,100.0,0,ECO SAVER,No,No,7,806000.0
Vietnam Airlines,VINH,TP HCM,30.0,4.0,2021.0,4.0,15.0,17.0,120.0,0,ECONOMY (EL)-P,No,No,7,970000.0
Vietjet,PHÚ QUỐC,HÀ NỘI,23.0,4.0,2021.0,4.0,10.0,12.0,125.0,0,ECO,No,No,7,960900.0
Vietnam Airlines,TP HCM,NHA TRANG,14.0,4.0,2021.0,2.0,20.0,22.0,75.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,HÀ NỘI,PHÚ QUỐC,30.0,4.0,2021.0,4.0,5.0,7.0,125.0,0,ECO,Yes,Yes,23,3326900.0
Vietjet,NHA TRANG,TP HCM,20.0,4.0,2021.0,1.0,19.0,20.0,55.0,0,ECO,No,No,7,682800.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,15.0,4.0,2021.0,3.0,8.0,9.0,60.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Pacific Airlines,TP HCM,ĐÀ NẴNG,6.0,4.0,2021.0,1.0,6.0,7.0,80.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,HÀ NỘI,ĐÀ NẴNG,7.0,4.0,2021.0,2.0,5.0,6.0,80.0,0,ECO,No,No,7,683900.0
Pacific Airlines,HÀ NỘI,TP HCM,2.0,4.0,2021.0,4.0,6.0,8.0,155.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietnam Airlines,SGN,HAN,1.0,4.0,2021.0,3.0,7.0,9.0,130.0,0,ECONOMY,No,Snack,20,1400000.0
Vietjet,HAN,DAD,5.0,4.0,2021.0,0.0,16.0,18.0,85.0,0,ECONOMY,No,No,7,683900.0
Vietnam Airlines,THD,SGN,4.0,5.0,2021.0,1.0,19.0,21.0,140.0,0,ECONOMY,No,No,7,987797.0
Bamboo Airways,QUY NHƠN,HÀ NỘI,6.0,4.0,2021.0,1.0,11.0,13.0,100.0,0,ECO SAVER,No,No,20,1181000.0
Vietnam Airlines,TP HCM,HÀ NỘI,21.0,4.0,2021.0,2.0,18.0,20.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,DAD,SGN,8.0,4.0,2021.0,3.0,9.0,10.0,90.0,0,ECONOMY,No,No,7,759000.0
Vietjet,DLI,SGN,4.0,5.0,2021.0,1.0,7.0,7.0,50.0,0,ECONOMY,No,No,7,694900.0
Pacific Airlines,TP HCM,PHÚ QUỐC,13.0,4.0,2021.0,1.0,17.0,18.0,70.0,0,ECONOMY (EL)-A,No,No,7,711672.0
Pacific Airlines,PQC,SGN,8.0,4.0,2021.0,3.0,19.0,20.0,60.0,0,ECONOMY,No,No,7,704000.0
Vietnam Airlines,TP HCM,HÀ NỘI,1.0,4.0,2021.0,3.0,22.0,0.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,TP HCM,HÀ NỘI,26.0,4.0,2021.0,0.0,17.0,19.0,123.0,0,ECONOMY (EL)-P,No,No,7,933411.0
Bamboo Airways,PHÚ QUỐC,HÀ NỘI,20.0,4.0,2021.0,1.0,17.0,20.0,125.0,0,BUZ SMART,Yes,Yes,23,4912000.0
Vietjet,TP HCM,HÀ NỘI,10.0,4.0,2021.0,5.0,20.0,22.0,112.0,0,ECO,No,No,7,818159.0
Vietnam Airlines,HAN,VCA,3.0,4.0,2021.0,5.0,7.0,9.0,132.0,0,ECONOMY,No,Snack,20,1346552.0
Vietjet,HAN,PQC,7.0,1.0,2026.0,2.0,12.0,14.0,110.0,0,ECONOMY,No,Snack,20,1338102.0
Vietjet,HÀ NỘI,ĐÀ NẴNG,4.0,5.0,2021.0,1.0,13.0,14.0,79.0,0,ECO,No,No,7,688076.0
Vietjet,PHÚ QUỐC,HÀ NỘI,21.0,4.0,2021.0,2.0,8.0,10.0,125.0,0,ECO,No,No,7,960900.0
Pacific Airlines,PHÚ QUỐC,TP HCM,18.0,4.0,2021.0,6.0,11.0,12.0,60.0,0,ECONOMY (EC)-L,No,Snack,20,1455000.0
Vietravel Airlines,PQC,SGN,7.0,1.0,2026.0,2.0,12.0,14.0,110.0,0,ECONOMY,No,No,20,1124429.0
